match_id,competition_id
3754332,2
3754333,2
3754334,2
3754338,2
3754340,2
3754341,2
3754342,2
3754345,2
3754346,2
3754348,2
3754349,2
3754350,2
3754258,2
3754020,2
3754267,2
3754141,2
3754128,2
3754078,2
3749052,2
3749522,2
3749246,2
3749257,2
3749642,2
3749358,2
3749346,2
3749253,2
3749079,2
3749465,2
3749133,2
3749528,2
3749233,2
3749462,2
3749552,2
3749296,2
3749454,2
3749276,2
3749068,2
3749310,2
3749493,2
3749434,2
3749192,2
3749196,2
3749448,2
3749360,2
3749453,2
3749278,2
3749603,2
3749274,2
3749590,2
3749631,2
3749117,2
3749108,2
3749153,2
3749403,2
3749526,2
3749431,2
3887188,35
3750244,35
3750245,35
19770,37
19820,37
19772,37
19769,37
19746,37
7298,37
19778,37
19771,37
19736,37
19745,37
19730,37
19794,37
19766,37
19734,37
19717,37
19718,37
19810,37
19743,37
19740,37
19716,37
19800,37
19739,37
19748,37
19822,37
19785,37
19749,37
19751,37
19764,37
19773,37
19783,37
19747,37
19757,37
19742,37
19777,37
19758,37
19802,37
19803,37
19811,37
19805,37
19752,37
19775,37
19760,37
19787,37
19733,37
19765,37
19792,37
19732,37
19744,37
19799,37
19753,37
19735,37
19720,37
19719,37
19715,37
19723,37
19722,37
19727,37
19731,37
19714,37
19728,37
19726,37
19725,37
19738,37
19759,37
19750,37
19761,37
19762,37
19763,37
19768,37
19767,37
19776,37
19737,37
19790,37
19793,37
19789,37
19791,37
19795,37
19797,37
19780,37
19781,37
19779,37
19798,37
19782,37
19784,37
19786,37
19774,37
19755,37
19806,37
19807,37
19788,37
19808,37
19804,37
19813,37
19816,37
19809,37
19815,37
19817,37
19818,37
19819,37
19821,37
19801,37
19741,37
19756,37
19754,37
19724,37
19814,37
19729,37
19796,37
2275127,37
2275136,37
2275154,37
2275150,37
2275146,37
2275142,37
2275137,37
2275153,37
2275151,37
2275144,37
2275088,37
2275110,37
2275044,37
2275105,37
2275063,37
2275054,37
2275072,37
2275085,37
2275113,37
2275099,37
2275057,37
2275075,37
2275077,37
2275036,37
2275117,37
2275092,37
2275040,37
2275122,37
2275045,37
2275093,37
2275097,37
2275084,37
2275089,37
2275116,37
2275104,37
2275052,37
2275037,37
2275027,37
2275078,37
2275080,37
2275098,37
2275156,37
2275139,37
2275070,37
2275051,37
2275050,37
2275029,37
2275090,37
2275042,37
2275157,37
2275108,37
2275082,37
2275138,37
2275049,37
2275132,37
2275061,37
2275096,37
2275033,37
2275107,37
2275130,37
2275034,37
2275026,37
2275041,37
2275094,37
2275106,37
2275073,37
2275038,37
2275131,37
2275062,37
2275048,37
2275121,37
2275065,37
2275079,37
2275103,37
2275140,37
2275126,37
2275102,37
2275109,37
2275091,37
2275030,37
2275133,37
2275083,37
2275120,37
2275028,37
2275086,37
2275056,37
2275074,37
3775648,37
3775609,37
3775633,37
3775570,37
3775581,37
3775579,37
3775544,37
3775622,37
3775553,37
3775584,37
3775618,37
3775641,37
3775636,37
3775653,37
3775654,37
3775643,37
3764237,37
3775594,37
3775560,37
3775624,37
3764240,37
3764233,37
3775585,37
3775593,37
3775602,37
3775620,37
3764232,37
3775559,37
3775606,37
3775567,37
3775638,37
3775607,37
3764230,37
3764241,37
3764235,37
3764239,37
3764236,37
3764231,37
3764234,37
3775543,37
3775551,37
3775540,37
3775550,37
3775545,37
3775556,37
3775575,37
3775562,37
3775561,37
3775582,37
3775558,37
3775552,37
3775557,37
3775564,37
3775569,37
3775548,37
3775568,37
3775563,37
3775555,37
3775549,37
3775572,37
3775577,37
3775541,37
3775588,37
3775586,37
3775592,37
3775580,37
3775591,37
3775590,37
3775571,37
3775589,37
3775578,37
3775596,37
3775576,37
3775574,37
3775573,37
3775597,37
3775611,37
3775628,37
3775612,37
3775627,37
3775644,37
3775637,37
3775631,37
3775621,37
3775615,37
3775610,37
3775616,37
3775632,37
3775629,37
3775619,37
3775600,37
3775605,37
3775626,37
3775614,37
3775603,37
3775625,37
3775613,37
3775598,37
3775601,37
3775630,37
3775651,37
3775635,37
3775650,37
3775647,37
3775659,37
3775657,37
3775649,37
3775645,37
3775639,37
3775642,37
3775646,37
3775655,37
3775640,37
3775658,37
3775623,37
3775566,37
3775546,37
3775547,37
3775587,37
3775595,37
3775604,37
3775634,37
3775617,37
3775565,37
3775583,37
3775542,37
3775608,37
3775599,37
3775554,37
3775652,37
3764238,37
3857256,43
3869151,43
3857257,43
3857258,43
3857288,43
3857267,43
3869321,43
3857287,43
3869486,43
3869685,43
3857260,43
3857264,43
3857266,43
3857289,43
3857269,43
3857294,43
3869254,43
3869118,43
3869684,43
3869519,43
3869354,43
3869552,43
3869420,43
3869220,43
3869219,43
3869253,43
3869152,43
3869117,43
3857270,43
3857263,43
3857259,43
3857295,43
3857283,43
3857284,43
3857282,43
3857286,43
3857301,43
3857300,43
3857299,43
3857298,43
3857297,43
3857296,43
3857293,43
3857292,43
3857291,43
3857290,43
3857285,43
3857281,43
3857280,43
3857279,43
3857278,43
3857277,43
3857276,43
3857275,43
3857274,43
3857273,43
3857272,43
3857271,43
3857268,43
3857265,43
3857262,43
3857261,43
3857255,43
3857254,43
3888705,43
3888704,43
3888854,43
3889218,43
3889217,43
3888702,43
3888701,43
3888700,43
3888699,43
7585,43
7570,43
7586,43
7557,43
7542,43
8656,43
7554,43
7550,43
7548,43
7578,43
7553,43
7544,43
7536,43
7555,43
7546,43
7539,43
7538,43
7576,43
7565,43
7551,43
7537,43
7580,43
8650,43
7581,43
7549,43
7529,43
7534,43
7562,43
7571,43
7569,43
7568,43
7530,43
7558,43
7583,43
7547,43
7535,43
7584,43
7545,43
8649,43
8658,43
7561,43
7531,43
7582,43
7552,43
7532,43
7560,43
7533,43
7564,43
7579,43
7572,43
7577,43
7543,43
7525,43
7566,43
8651,43
7567,43
7541,43
8655,43
8657,43
7540,43
8652,43
7563,43
7556,43
7559,43
3888720,43
3888719,43
3888718,43
3888717,43
3888716,43
3750180,43
3889149,43
3889148,43
3750191,43
3793185,43
7476,49
7482,49
7494,49
7486,49
7497,49
7430,49
7444,49
7443,49
7521,49
7492,49
7524,49
7496,49
7523,49
7520,49
7493,49
7500,49
7519,49
7473,49
7522,49
7484,49
7475,49
7457,49
7445,49
7490,49
7479,49
7478,49
7456,49
7471,49
7477,49
7472,49
7474,49
7487,49
7485,49
7483,49
7451,49
7480,49
3835331,53
3835324,53
3844384,53
3847567,53
3845506,53
3835335,53
3835323,53
3835325,53
3835320,53
3845507,53
3844387,53
3844385,53
3844386,53
3835342,53
3835337,53
3835338,53
3835330,53
3835329,53
3835322,53
3835332,53
3835327,53
3835326,53
3835341,53
3835340,53
3835339,53
3835336,53
3835334,53
3835328,53
3835333,53
3835321,53
3835319,53
3795108,55
3788769,55
3788766,55
3795220,55
3788761,55
3788764,55
3788773,55
3788755,55
3788754,55
3788762,55
3788760,55
3788747,55
3788741,55
3795109,55
3795187,55
3788770,55
3795506,55
3794688,55
3794692,55
3794686,55
3794687,55
3794685,55
3788774,55
3788771,55
3788772,55
3788768,55
3788767,55
3788753,55
3788765,55
3788763,55
3788759,55
3788758,55
3788757,55
3788745,55
3795107,55
3795221,55
3794689,55
3788746,55
3794691,55
3794690,55
3788756,55
3788749,55
3788750,55
3788748,55
3788751,55
3788752,55
3788742,55
3788775,55
3788776,55
3788743,55
3788744,55
3901178,7
3901260,7
3829470,7
3901259,7
3901263,7
3900594,7
3900587,7
3900541,7
3900596,7
3900591,7
3901188,7
3901184,7
3901182,7
3901170,7
3901169,7
3901166,7
3901168,7
3900601,7
3901262,7
3901261,7
3901258,7
3901257,7
3901256,7
3901255,7
3901254,7
3901253,7
